SITZUNGSDAUERLAUF -- samsung SM-A156B
Android 16 (API 36)

300 vollständige Diktate hintereinander, im selben Prozess.
Ohne Neustart, ohne Hintergrund, ohne erzwungenes Aufräumen.
Seitengröße für RSS: 4 KB (fest angenommen).

KONTROLLSITZUNG
  Text erkannt: ja, Fehler keiner, Zeiger 172
  in Ordnung

VERLAUF -- jede Sitzung
  Nr   Zeig   Fäden  Java KB  nativ    RSS KB   Start   Dauer   Aufräum Text
  286  185    20     10438    23208    118440   30      3155    1       ja
  287  185    20     10606    23204    118672   30      3144    2       ja
  288  185    20     10742    23205    118668   29      3159    1       ja
  289  185    20     10958    23210    118900   28      3149    1       ja
  290  185    20     5255     22986    115036   55      3152    2       ja
  291  185    20     5431     22990    115172   30      3158    1       ja
  292  185    22     5727     23169    115120   30      3138    2       ja
  293  185    22     5895     23180    115356   22      3143    1       ja
  294  185    22     6079     23180    115352   25      3154    2       ja
  295  185    22     6247     23178    115584   27      3147    2       ja
  296  185    22     6415     23183    115580   22      3155    2       ja
  297  185    22     6599     23193    115812   28      3157    2       ja
  298  185    22     6800     23194    115808   29      3154    0       ja
  299  185    22     6968     23193    115804   27      3150    1       ja
  300  185    22     7248     23267    116040   51      3158    1       ja

ZEIGERARTEN ÜBER DEN LAUF
  Art                      Sitz. 1  Mitte    Ende     Einordnung
  Binder                   3        3        3        unverändert
  Datei in /system         11       11       11       unverändert
  Ereigniszähler           11       11       11       unverändert
  Gerät mali0              1        1        1        unverändert
  Gerät null               11       10       10       unverändert
  Gerät pmsg0              1        1        1        unverändert
  Gerät urandom            1        1        1        unverändert
  Grafikpuffer             6        6        6        unverändert
  Programmpaket            21       21       21       unverändert
  Rohr                     2        2        2        unverändert
  Steckdose                14       14       14       unverändert
  geteilter Speicher       12       12       12       unverändert
  namenlos [eventpoll]     5        5        5        unverändert
  namenlos [userfaultfd]   1        1        1        unverändert
  namenlos gralloc_extra   6        6        6        unverändert
  namenlos malitl_21889_0xb400007968d2c788 1        1        1        unverändert
  namenlos malitl_21889_0xb4000079c75c6200 1        1        1        unverändert
  namenlos malitl_21889_0xb400007ad4241dc0 1        1        1        unverändert
  namenlos sync_file       12       26       26       einmalig beim Aufbau
  sonstiges                51       51       51       unverändert

ZEIGER NACH ART -- Unterschied zwischen Sitzung 1 und 300
  namenlos sync_file       +14
  Gerät null               -1

  Bestand am Ende:
    sonstiges                51
      /sys/kernel/tracing/trace_marker
      /apex/com.android.art/javalib/core-oj.jar
      /apex/com.android.art/javalib/core-libart.jar
      /apex/com.android.art/javalib/okhttp.jar
      /apex/com.android.art/javalib/bouncycastle.jar
    namenlos sync_file       26
      anon_inode:sync_file
    Programmpaket            21
    Steckdose                14
    geteilter Speicher       12
    Datei in /system         11
    Ereigniszähler           11
    Gerät null               10
    namenlos gralloc_extra   6
      anon_inode:gralloc_extra
    Grafikpuffer             6
    namenlos [eventpoll]     5
      anon_inode:[eventpoll]
    Binder                   3
    Rohr                     2
    Gerät pmsg0              1
    Gerät urandom            1
    namenlos [userfaultfd]   1
      anon_inode:[userfaultfd]
    Gerät mali0              1
